,ticker,score,c_trend,c_rsi,c_atr,c_rvol,c_rs,c_pattern,c_obv,c_rr,price,rsi,atr_pct,rvol,trend_count,rs_avg_pct,obv_slope,adx,pattern,pattern_score,valid,entry,stop,target,risk_per_share,rr,shares,position_value,dollar_risk,risk_pct
133,DHI,45.2,0.8,0.595,0.649,0.0,0.055,0.656,0.0,0.0,156.72,47.9,3.45,0.24,4,-4.45,-36.95,28.2,pullback,0.656,False,156.72,148.62,169.17,8.1,1.54,1,156.72,11.0,5.17
134,CFG,45.1,0.8,0.1,0.5,0.0,1.0,0.0,1.0,0.0,63.32,36.4,3.0,0.59,4,11.1,3.47,28.2,none,0.0,False,63.32,61.42,67.12,1.9,2.0,5,316.6,11.0,3.0
135,TMUS,44.9,0.8,0.934,0.565,0.0,0.398,0.0,1.0,0.0,213.82,62.0,3.19,0.37,4,-1.02,238.19,49.6,none,0.0,False,213.82,206.99,227.48,6.83,2.0,1,213.82,11.0,3.19
136,DXCM,44.8,0.6,0.905,0.666,0.0,0.622,0.0,1.0,0.0,73.89,62.9,3.5,0.24,3,1.22,67.89,16.6,none,0.0,True,73.89,71.31,79.06,2.58,2.0,4,295.56,11.0,3.5
137,MCHP,44.3,0.6,0.343,0.856,0.0,1.0,0.149,0.0,0.0,74.44,40.3,4.07,0.41,3,14.08,-35.75,13.3,squeeze,0.149,True,74.44,71.41,80.5,3.03,2.0,3,223.32,11.0,4.07
138,GM,44.3,0.6,0.442,0.479,0.0,1.0,0.0,1.0,0.0,80.93,43.3,2.94,0.34,3,13.21,11.3,18.8,none,0.0,True,80.93,78.55,85.68,2.38,2.0,4,323.72,11.0,2.94
139,STX,44.2,0.6,0.622,0.344,0.0,1.0,0.212,0.0,0.0,400.18,48.7,6.47,0.35,3,49.18,-5.31,18.4,squeeze,0.212,False,400.18,374.29,451.95,25.89,2.0,0,0.0,11.0,6.47
140,CLX,43.7,0.8,0.592,0.346,0.0,1.0,0.0,0.0,0.0,126.89,72.2,2.54,0.35,4,10.34,-16.99,52.4,none,0.0,True,126.89,123.67,133.33,3.22,2.0,3,380.67,11.0,2.54
141,DOC,43.7,0.8,0.812,0.313,0.0,0.228,0.233,1.0,0.0,17.6,65.6,2.44,0.2,4,-2.72,9.46,24.0,squeeze,0.233,False,17.6,17.17,18.46,0.43,2.0,25,440.0,11.0,2.44
142,EOG,43.6,0.8,0.526,0.419,0.0,1.0,0.0,0.0,0.0,122.47,74.2,2.76,0.39,4,6.54,-2.89,57.4,none,0.0,True,122.47,119.1,129.22,3.38,2.0,3,367.41,11.0,2.76
143,AMT,43.2,0.8,0.856,0.569,0.0,0.344,0.0,1.0,0.0,184.5,64.3,3.21,0.56,4,-1.56,83.63,28.7,none,0.0,True,184.5,178.58,196.33,5.92,2.0,1,184.5,11.0,3.21
144,HRL,42.8,0.6,0.744,0.399,0.0,0.75,0.0,1.0,0.0,25.33,52.3,2.7,0.87,3,2.5,65.36,19.9,none,0.0,True,25.33,24.65,26.7,0.68,2.0,16,405.28,11.0,2.7
145,SYK,42.7,0.8,0.641,0.313,0.0,0.594,0.0,1.0,0.0,383.56,70.8,2.44,0.21,4,0.94,39.7,30.0,none,0.0,False,383.56,374.2,402.27,9.36,2.0,1,383.56,11.0,2.44
146,CSCO,42.4,0.6,0.374,0.64,0.0,0.844,0.0,1.0,0.0,78.1,41.2,3.42,0.31,3,3.44,85.42,34.4,none,0.0,True,78.1,75.43,83.44,2.67,2.0,4,312.4,11.0,3.42
147,AAPL,42.4,0.6,0.551,0.313,0.0,0.903,0.0,1.0,0.0,272.01,46.5,2.44,0.31,3,4.03,21.41,19.2,none,0.0,True,272.01,265.38,285.28,6.63,2.0,1,272.01,11.0,2.44
148,ZBH,41.3,0.8,0.1,0.33,0.0,0.859,0.0,1.0,0.0,100.34,91.9,2.49,0.27,4,3.59,43.34,58.2,none,0.0,True,100.34,97.84,105.34,2.5,2.0,4,401.36,11.0,2.49
149,ABBV,39.7,0.6,0.859,0.362,0.0,0.51,0.0,1.0,0.0,223.47,55.8,2.59,0.38,3,0.1,10.62,11.1,none,0.0,False,223.47,217.69,235.03,5.78,2.0,1,223.47,11.0,2.59
150,EW,39.6,0.6,0.701,0.485,0.0,0.539,0.0,1.0,0.0,84.79,69.0,2.96,0.27,3,0.39,17.42,44.3,none,0.0,True,84.79,82.28,89.8,2.51,2.0,4,339.16,11.0,2.96
151,TFC,39.2,0.8,0.1,0.454,0.0,0.998,0.0,0.0,0.0,51.08,32.4,2.86,0.22,4,4.98,-14.82,26.4,none,0.0,True,51.08,49.62,54.0,1.46,2.0,7,357.56,11.0,2.86
152,RF,39.2,0.8,0.1,0.459,0.0,1.0,0.0,0.0,0.0,29.17,37.6,2.88,0.36,4,6.99,-0.45,37.3,none,0.0,True,29.17,28.33,30.85,0.84,2.0,13,379.21,11.0,2.88
153,BA,39.0,0.6,0.336,0.503,0.0,0.786,0.214,0.0,0.0,227.81,40.1,3.01,0.42,3,2.86,-10.26,9.8,squeeze,0.214,True,227.81,220.95,241.53,6.86,2.0,1,227.81,11.0,3.01
154,PNC,38.8,0.8,0.1,0.409,0.0,1.0,0.0,0.0,0.0,222.03,31.6,2.73,0.37,4,6.27,-0.2,32.0,none,0.0,True,222.03,215.97,234.14,6.06,2.0,1,222.03,11.0,2.73
155,MMM,38.6,0.8,0.706,0.291,0.0,0.645,0.0,0.0,0.0,165.81,51.2,2.37,0.44,4,1.45,-36.61,34.8,none,0.0,True,165.81,161.87,173.68,3.94,2.0,2,331.62,11.0,2.37
156,PEG,37.8,0.8,0.529,0.196,0.0,0.768,0.0,0.0,0.0,85.79,74.1,2.09,0.91,4,2.68,-5.89,43.1,none,0.0,True,85.79,84.0,89.37,1.79,2.0,6,514.74,11.0,2.09
157,CVS,37.6,0.6,0.84,0.577,0.0,0.613,0.0,0.0,0.0,78.02,55.2,3.23,0.33,3,1.13,-7.17,25.5,none,0.0,True,78.02,75.5,83.06,2.52,2.0,4,312.08,11.0,3.23
158,AIG,36.5,0.6,0.633,0.242,0.0,0.81,0.036,0.0,0.0,80.6,71.0,2.23,0.27,3,3.1,-2.61,51.3,squeeze,0.036,False,80.6,78.81,84.19,1.79,2.0,6,483.6,11.0,2.23
159,KMB,36.2,0.8,0.739,0.191,0.0,0.2,0.0,1.0,0.0,109.81,67.8,2.07,0.35,4,-3.0,9.66,62.1,none,0.0,True,109.81,107.53,114.36,2.28,2.0,4,439.24,11.0,2.07
160,KEY,36.1,0.6,0.1,0.599,0.0,1.0,0.0,0.0,0.0,21.58,37.9,3.3,0.44,3,8.74,-4.15,18.6,none,0.0,True,21.58,20.87,23.0,0.71,2.0,15,323.7,11.0,3.3
161,SYF,35.2,0.6,0.608,0.617,0.0,0.009,0.19,1.0,0.0,73.37,48.2,3.35,0.38,3,-4.91,399.57,37.0,squeeze,0.19,True,73.37,70.91,78.29,2.46,2.0,4,293.48,11.0,3.35
162,ZTS,35.1,0.6,0.911,0.566,0.0,0.086,0.0,1.0,0.0,129.85,57.3,3.2,0.44,3,-4.14,21.41,19.4,none,0.0,True,129.85,125.7,138.16,4.15,2.0,2,259.7,11.0,3.2
163,MCO,34.2,0.6,0.863,0.684,0.0,0.0,0.0,1.0,0.0,474.35,55.9,3.55,0.36,3,-7.19,13.71,62.9,none,0.0,False,474.35,457.51,508.04,16.84,2.0,0,0.0,11.0,3.55
164,HBAN,33.4,0.6,0.1,0.567,0.0,0.525,0.0,1.0,0.0,17.38,31.5,3.2,0.26,3,0.25,6.68,16.3,none,0.0,True,17.38,16.82,18.49,0.56,2.0,19,330.22,11.0,3.2
165,VST,33.1,0.6,0.548,0.947,0.0,0.0,0.0,1.0,0.0,168.75,73.6,4.34,0.9,3,-6.6,24.81,23.5,none,0.0,False,168.75,161.42,183.4,7.33,2.0,1,168.75,11.0,4.34
166,ANET,32.9,0.6,0.674,0.768,0.0,0.0,0.0,1.0,0.0,128.91,50.2,5.2,0.35,3,-9.72,3.5,12.3,none,0.0,True,128.91,122.21,142.31,6.7,2.0,1,128.91,11.0,5.2
167,NDAQ,31.7,0.6,0.782,0.498,0.0,0.0,0.0,1.0,0.0,87.09,53.5,2.99,0.65,3,-9.53,51.97,61.7,none,0.0,True,87.09,84.48,92.31,2.61,2.0,4,348.36,11.0,2.99
168,FAST,31.3,0.6,0.1,0.34,0.0,0.513,0.0,1.0,0.0,45.19,37.7,2.52,0.3,3,0.13,25.39,34.0,none,0.0,True,45.19,44.05,47.47,1.14,2.0,9,406.71,11.0,2.52
169,LOW,31.0,0.8,0.1,0.471,0.0,0.493,0.0,0.0,0.0,262.36,39.3,2.91,0.47,4,-0.07,-11.22,27.3,none,0.0,True,262.36,254.72,277.64,7.64,2.0,1,262.36,11.0,2.91
170,CAG,30.9,0.6,0.1,0.628,0.0,0.671,0.0,0.0,0.0,18.75,39.7,3.38,0.38,3,1.71,-47.94,42.8,none,0.0,True,18.75,18.12,20.02,0.63,2.0,17,318.75,11.0,3.38
171,TAP,30.4,0.8,0.1,0.788,0.0,0.288,0.0,0.0,0.0,47.79,39.6,3.86,0.35,4,-2.12,-416.21,28.8,none,0.0,True,47.79,45.94,51.48,1.85,2.0,5,238.95,11.0,3.86
172,IP,30.3,0.6,0.4,0.929,0.0,0.277,0.0,0.0,0.0,42.53,42.0,4.29,0.27,3,-2.23,-53.27,27.5,none,0.0,True,42.53,40.71,46.18,1.82,2.0,6,255.18,11.0,4.29
173,APTV,29.6,0.8,0.411,0.775,0.0,0.042,0.0,0.0,0.0,76.28,42.3,3.82,0.2,4,-4.58,-4.69,38.7,none,0.0,False,76.28,73.36,82.11,2.92,2.0,3,228.84,11.0,3.82
174,ROL,28.0,0.6,0.1,0.57,0.0,0.195,0.0,1.0,0.0,59.44,34.1,3.21,0.23,3,-3.05,27.08,37.7,none,0.0,True,59.44,57.53,63.25,1.91,2.0,5,297.2,11.0,3.21
175,WY,21.7,0.6,0.1,0.46,0.0,0.204,0.0,0.0,0.0,24.16,15.8,2.88,0.34,3,-2.96,-72.57,19.8,none,0.0,True,24.16,23.46,25.55,0.7,2.0,15,362.4,11.0,2.88
176,MDT,17.0,0.6,0.1,0.274,0.0,0.016,0.0,0.0,0.0,96.22,26.6,2.32,0.31,3,-4.84,-79.89,37.1,none,0.0,True,96.22,93.98,100.69,2.23,2.0,4,384.88,11.0,2.32
